pays;reseau;nom;cle;N;Nobs;manquant;p60;p300;p600;dispersion;annulJour;arretsSupprJour;jours;verdict;motif
Allemagne;de_gtfsde;;de_gtfsde|85137;61.3;39.3;36;32.5;78.3;94.9;62.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|427410;80.5;39;52;75.6;89.7;94.2;18.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|640251;72.3;39;46;53.2;84;91.7;38.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|125795;47.5;39;18;29.5;59;82.1;52.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 59 % < 60 %
Allemagne;de_gtfsde;;de_gtfsde|224113;67;38.5;43;39.6;71.4;86.4;46.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Australie;au_translink_seq;Ormeau station;au_translink_seq|ormeaustation@-27.80,153.28;62.8;38.5;39;55.2;93.5;97.4;42.2;0;1;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|293394;61.3;38.5;37;49.4;89;93.5;44.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mbta;Back Bay;us_mbta|backbay@42.35,-71.08;60;38.5;36;100;100;100;0;0;0;6;REJETEE;trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|83619;55.3;38.5;30;35.7;74.7;92.2;56.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|76;138.3;38.3;72;48.3;88.7;96.5;48.3;0;0;6;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|145;78.8;38.3;51;57;84.8;96.1;39.1;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|496321;54.3;38.3;29;37.3;74.5;92.2;54.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Australie;au_translink_seq;Helensvale station;au_translink_seq|helensvalestation@-27.93,153.34;62.3;38;39;39.5;94.7;98;58.6;0;1;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|186322;58;37.8;35;50.3;85.4;95.4;45;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_lirr;;us_mta_lirr|349;51;37.8;26;32.3;97.4;100;67.7;0;0;5;REJETEE;identite non resolue , present 5 jours sur 6
Allemagne;de_gtfsde;Osnabrück Hbf;de_gtfsde|osnabrckhbf@52.27,8.06;59.2;37.6;36;38.3;64.4;80.3;42;0;0;5;REJETEE;present 5 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|143;82.3;37.5;54;55.1;83.1;95.1;40;0;0;6;REJETEE;identite non resolue
Australie;au_translink_seq;Hope Island station;au_translink_seq|hopeislandstation@-27.88,153.33;62.3;37.3;40;16.8;94.6;98;81.2;0;1;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|598131;129.5;37;71;85.8;98.6;98.6;12.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 99 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|9434;63.8;37;42;39.9;79.1;93.9;54.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Australie;au_translink_seq;Coomera station;au_translink_seq|coomerastation@-27.85,153.32;60.8;37;39;54.1;95.3;97.3;43.2;0;1;4;REJETEE;present 4 jours sur 6
Australie;au_translink_seq;Cleveland station;au_translink_seq|clevelandstation@-27.52,153.27;83.3;36.7;56;73.6;99.1;100;26.4;0;0.33;6;REJETEE;ponctualite 99 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|567261;73.3;36.5;50;50.7;80.8;91.1;40.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|151703;63.5;36.5;43;22.6;60.3;83.6;61;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Australie;au_translink_seq;Nerang station;au_translink_seq|nerangstation@-27.99,153.35;61.8;36.5;41;35.6;91.1;97.9;62.3;0;1;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|219764;58.3;36.5;37;41.8;78.8;96.6;54.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|456135;55.5;36.5;34;21.9;83.6;98.6;76.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|96346;53;36.5;31;34.9;68.5;77.4;42.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;Luzec p.Smrkem;de_gtfsde|luzecpsmrkem@50.89,15.16;57;36.3;36;22.8;82.8;98.6;75.9;0;0;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|118288;58.3;36;38;55.6;86.8;91;35.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|225778;248.5;35.8;86;81.1;95.8;95.8;14.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|461955;67;35.8;47;22.4;49.7;59.4;37.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 50 % < 60 %
Allemagne;de_gtfsde;;de_gtfsde|666879;66.3;35.8;46;39.9;71.3;88.1;48.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Australie;au_translink_seq;Pimpama station;au_translink_seq|pimpamastation@-27.82,153.30;61;35.8;41;62.9;94.4;97.2;34.3;0;1;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|250086;60.3;35.8;41;81.8;97.2;98.6;16.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|232357;57.8;35.8;38;33.6;79.7;95.8;62.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|459211;57;35.8;37;35.7;61.5;76.9;41.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|114;88.8;35.5;60;48.4;85;97.7;49.3;0;0;6;REJETEE;identite non resolue
Australie;au_translink_seq;Robina station;au_translink_seq|robinastation@-28.07,153.38;61.8;35.5;43;37.3;92.3;97.9;60.6;0;1;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|185300;57.5;35.5;38;58.5;81;85.9;27.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Pays-Bas;nl_ovapi;Voorschoten;nl_ovapi|voorschoten@52.13,4.43;51;35.5;30;89.2;98.6;98.6;9.4;0;0;6;REJETEE;ponctualite 99 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|549350;63.5;35.3;44;38.3;79.4;90.8;52.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Pays-Bas;nl_ovapi;Best;nl_ovapi|best@51.51,5.39;50.2;35.3;30;78.8;98.6;99.5;20.8;0;0;6;REJETEE;ponctualite 99 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|536319;95.8;35;63;70.7;91.4;96.4;25.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|159459;94.5;35;63;58.6;91.4;96.4;37.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|216576;84.3;35;58;75;87.1;95;20;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|353761;71.5;35;51;41.4;63.6;70;28.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;Karlsruhe Essenweinstraße;de_gtfsde|karlsruheessenweinstrae@49.01,8.43;46;35;24;60;87.1;88.6;28.6;0;0;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|33456;82.8;34.8;58;38.1;71.9;87.8;49.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|190;78.5;34.8;56;57.4;85.2;96.2;38.8;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|532065;75;34.8;54;46.8;84.9;98.6;51.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|643066;74;34.8;53;47.5;76.3;87.8;40.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|352670;67.8;34.8;49;52.5;79.1;90.6;38.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|102238;95.3;34.5;64;76.1;92;97.1;21;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|386797;93.3;34.3;63;59.1;86.1;94.2;35;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|115;88;34.3;61;48.1;85.4;97.6;49.5;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|511179;67.3;34.3;49;60.6;81.8;94.2;33.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|11928;42;34.3;18;26.3;41.6;61.3;35;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 42 % < 60 %
Allemagne;de_gtfsde;;de_gtfsde|169336;94.8;34;64;65.4;87.5;95.6;30.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|647478;45.3;34;25;39;70.6;79.4;40.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|371091;51.8;33.8;35;37;76.3;92.6;55.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|18912;100.5;33.5;67;64.9;83.6;92.5;27.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|519080;93.5;33.5;64;39.6;72.4;87.3;47.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|339906;73.8;33.5;55;54.5;85.8;94.8;40.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|275066;72.8;33.5;54;68.7;88.8;94.8;26.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|184973;71.3;33.5;53;47;77.6;89.6;42.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|574464;64.3;33.5;48;55.2;88.1;92.5;37.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|22181;64;33.5;48;41;73.9;85.8;44.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|321344;79.5;33.3;58;54.9;81.2;94;39.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|458093;72.8;33.3;54;54.1;87.2;93.2;39.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Pays-Bas;nl_ovapi;Feanwâlden;nl_ovapi|feanwlden@53.24,5.99;41;33.3;19;55.6;99.2;100;44.4;0;0;4;REJETEE;present 4 jours sur 6 , ponctualite 99 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|45674;78.3;32.8;58;40.5;66.4;77.1;36.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|600870;55.3;32.8;41;29.8;85.5;98.5;68.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|278984;47;32.8;30;31.3;80.9;96.9;65.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|112;87.3;32.5;63;45.1;86.2;98.5;53.3;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|38426;62.5;32.5;48;52.3;83.1;90.8;38.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|182925;46.8;32.5;30;36.9;80;94.6;57.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|18;85.7;32.3;62;46.4;92.3;99;52.6;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|237560;82;32.3;61;45;69;84.5;39.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|476025;70.8;32.3;54;52.7;80.6;91.5;38.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|236752;52.3;32.3;38;31;74.4;88.4;57.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|28403;94.8;32;66;80.5;91.4;96.1;15.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|220392;78.5;32;59;53.9;80.5;90.6;36.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|573218;57;32;44;55.5;86.7;93.8;38.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|180939;49.3;32;35;46.9;77.3;91.4;44.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|130313;65.5;31.8;52;48.8;78.7;91.3;42.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|10828;55.8;31.8;43;33.9;63;80.3;46.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|501500;52.8;31.8;40;44.9;87.4;95.3;50.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|667386;47.3;31.8;33;33.1;84.3;96.1;63;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|613420;89.5;31.5;65;56.3;86.5;90.5;34.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|365614;63.8;31.5;51;57.9;92.1;99.2;41.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;Herford, Bahnhof/ZOB;de_gtfsde|herfordbahnhofzob@52.12,8.66;55.3;31.5;43;50;68.3;84.1;34.1;0;0;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|433874;53.3;31.5;41;74.6;96;97.6;23;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|255750;50.3;31.5;37;34.9;64.3;74.6;39.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Pays-Bas;nl_ovapi;Hollandsche Rading;nl_ovapi|hollandscherading@52.18,5.18;44.7;31.5;29;81.5;98.4;100;18.5;0;0;6;REJETEE;ponctualite 98 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|220979;91;31.3;66;41.6;82.4;92;50.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|609404;53.8;31.3;42;48.8;70.4;84.8;36;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|583676;51;31.3;39;24.8;58.4;76;51.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 58 % < 60 %
Pays-Bas;nl_ovapi;Eindhoven Strijp-S;nl_ovapi|eindhovenstrijps@51.45,5.46;50.2;31.2;38;79.7;98.9;99.5;19.8;0;0;6;REJETEE;ponctualite 99 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|419811;87.3;31;64;62.1;78.2;88.7;26.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;Levinska Olesnice;de_gtfsde|levinskaolesnice@50.52,15.53;56.5;31;45;33.9;87.9;99.2;65.3;0;0;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|298423;55.5;31;44;16.9;82.3;97.6;80.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_lirr;;us_mta_lirr|64;40.6;31;24;52.9;93.5;100;47.1;0.4;0;5;REJETEE;identite non resolue , present 5 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|8972;91.5;30.8;66;58.5;83.7;89.4;30.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;Tübingen Hauptbahnhof;de_gtfsde|tbingenhauptbahnhof@48.52,9.06;84;30.8;63;57.8;81.2;96.1;38.3;0;0;5;REJETEE;present 5 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|149;83.8;30.8;63;55.7;85.4;96.8;41.1;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|462511;47;30.8;35;30.9;79.7;95.9;65;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|18667;45.8;30.8;33;29.3;66.7;86.2;56.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|11;76.3;30.5;60;41.5;92.3;99.5;57.9;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|328064;70.8;30.5;57;36.9;64.8;73;36.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|454321;64.5;30.5;53;42.6;80.3;92.6;50;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|261151;54.8;30.5;44;18.9;47.5;59.8;41;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 48 % < 60 %
Allemagne;de_gtfsde;;de_gtfsde|141397;54.8;30.5;44;40.2;80.3;92.6;52.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|35846;48.3;30.5;37;29.5;64.8;82.8;53.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|577089;47.3;30.5;35;27.9;69.7;93.4;65.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|137397;45;30.5;32;44.3;77;87.7;43.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Pays-Bas;nl_ovapi;Utrecht Leidsche Rijn;nl_ovapi|utrechtleidscherijn@52.10,5.07;40.5;30.5;25;86.9;98.4;99.5;12.6;0.17;0;6;REJETEE;ponctualite 98 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|404734;129.5;30.3;77;87.6;98.3;98.3;10.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 98 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|216871;82.5;30.3;63;81.8;93.4;95.9;14;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|118;82;30.3;63;45.1;84.1;97.3;52.2;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|143210;45;30.3;33;34.7;74.4;94.2;59.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Pays-Bas;nl_ovapi;Buitenpost;nl_ovapi|buitenpost@53.26,6.14;37.8;30;21;39.2;97.5;100;60.8;0;0;4;REJETEE;present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|110;82.7;29.8;64;45.8;86.6;98.3;52.5;0;0;6;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|120;82;29.8;64;45.3;84.4;97.2;52;0;0;6;REJETEE;identite non resolue
Pays-Bas;nl_ovapi;Cuijk;nl_ovapi|cuijk@51.73,5.87;56.2;29.8;47;53;92.6;97.3;44.3;1.8;0;5;REJETEE;present 5 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|315373;55.3;29.8;46;48.7;81.5;90.8;42;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|649885;50;29.8;41;60.5;89.9;97.5;37;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|365889;39.3;29.8;24;26.9;51.3;73.1;46.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 51 % < 60 %
Etats-Unis;us_mta_mnr;;us_mta_mnr|622;71.3;29.7;58;42.1;88.8;98.9;56.7;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|654172;51.5;29.5;43;69.5;90.7;97.5;28;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|218706;97.8;29.3;70;87.2;96.6;99.1;12;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|515937;94.8;29.3;69;76.9;89.7;96.6;19.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|108;88;29.3;67;44.3;84.7;98.3;54;0;0;6;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|111;82.5;29.3;64;46.6;86.9;98.3;51.7;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|528037;82;29.3;64;73.5;97.4;98.3;24.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|121;82;29.3;64;44.9;84.7;97.2;52.3;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|441285;58.5;29.3;50;42.7;80.3;92.3;49.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Australie;au_translink_seq;Boondall station;au_translink_seq|boondallstation@-27.35,153.07;52.3;29.3;44;72.6;94;98.3;25.6;0;0;4;REJETEE;present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|127;55;29.2;47;48;80.6;90.3;42.3;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|91154;82;29;65;85.3;98.3;98.3;12.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 98 % > 98 %
Australie;au_translink_seq;Nudgee station;au_translink_seq|nudgeestation@-27.37,153.08;52.3;29;44;76.7;94.8;99.1;22.4;0;0;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|192011;52;29;44;84.5;99.1;99.1;14.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 99 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|133365;56.3;28.8;49;22.6;88.7;99.1;76.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Australie;au_translink_seq;North Boondall station;au_translink_seq|northboondallstation@-27.34,153.06;51.8;28.8;44;73.9;94.8;98.3;24.3;0;0;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|475391;43;28.8;33;40;64.3;84.3;44.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|105;84.5;28.7;66;48.3;87.2;98.3;50;0;0;6;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|25;77.3;28.5;63;50.3;92.4;99.4;49.1;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|619977;73;28.5;61;44.7;75.4;86.8;42.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|520644;61.5;28.5;54;60.5;88.6;97.4;36.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|238431;58;28.5;51;96.5;100;100;3.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|20899;56.3;28.5;49;62.3;84.2;89.5;27.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|614321;52.3;28.5;45;14;84.2;98.2;84.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|452920;52;28.5;45;25.4;69.3;91.2;65.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|109338;51.8;28.5;45;25.4;57;81.6;56.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 57 % < 60 %
Allemagne;de_gtfsde;;de_gtfsde|468956;70;28.3;60;50.4;77.9;88.5;38.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|409488;60.5;28.3;53;42.5;69.9;78.8;36.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Pays-Bas;nl_ovapi;Den Helder;nl_ovapi|denhelder@52.96,4.76;49.5;28.2;43;88.2;98.2;98.8;10.7;0;0;6;REJETEE;ponctualite 98 % > 98 %
Etats-Unis;us_mta_mnr;;us_mta_mnr|22;77.3;28;64;49.4;92.9;99.4;50;0;0;6;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|23;77.3;28;64;50;92.3;99.4;49.4;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|649116;75.3;28;63;64.3;83.9;90.2;25.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_mnr;;us_mta_mnr|16;71;28;61;41.1;92.3;99.4;58.3;0;0;6;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|14;71;27.8;61;39.5;92.2;99.4;59.9;0;0;6;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|400053;52.3;27.8;47;66.7;91.9;97.3;30.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|452460;50.8;27.8;45;49.5;82.9;90.1;40.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|61538;46.8;27.8;41;53.2;82;92.8;39.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_lirr;;us_mta_lirr|8;37.2;27.8;25;50.4;87.8;100;49.6;0.4;0;5;REJETEE;identite non resolue , present 5 jours sur 6
Etats-Unis;us_mbta;Ruggles;us_mbta|ruggles@42.34,-71.09;40.5;27.7;32;100;100;100;0;0;0;6;REJETEE;trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|339731;95.5;27.5;71;86.4;95.5;99.1;12.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
