pays;reseau;nom;cle;Nobs;echantillon;p60;p300;dispersion;famille;motif
Allemagne;de_gtfsde;;de_gtfsde|179210;56.8;227;43.2;83.7;54.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|320215;48.3;193;40.4;74.1;48.2;A_QUALIFIER;
Pays-Bas;nl_ovapi;Leeuwarden;nl_ovapi|leeuwarden@53.20,5.79;56.3;338;79.9;97.6;19.5;A_QUALIFIER;
Pays-Bas;nl_ovapi;Almere Oostvaarders;nl_ovapi|almereoostvaarders@52.40,5.30;5.3;21;61.9;90.5;38.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|526362;20.8;83;79.5;96.4;20.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|613420;31.5;126;56.3;86.5;34.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Hoorn;nl_ovapi|hoorn@52.64,5.05;50;300;70.3;97.7;28;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|337719;56.8;227;43.6;77.5;46.7;A_QUALIFIER;
Pays-Bas;nl_ovapi;Almelo;nl_ovapi|almelo@52.36,6.66;41.5;249;66.3;96.4;32.1;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|114;35.5;213;48.4;85;49.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|240434;25.8;103;80.6;96.1;18.4;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|115;34.3;206;48.1;85.4;49.5;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|108;29.3;176;44.3;84.7;54;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|468819;39.8;159;74.8;94.3;23.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|559150;40.8;163;36.8;56.4;33.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|492334;41;164;80.5;96.3;18.3;A_QUALIFIER;
Pays-Bas;nl_ovapi;Lage Zwaluwe;nl_ovapi|lagezwaluwe@51.69,4.66;59.8;359;80.8;96.1;17.8;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|112;32.5;195;45.1;86.2;53.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|419811;31;124;62.1;78.2;26.6;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|94;23.5;141;51.8;95.7;46.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|425522;57.3;229;40.2;78.6;49.3;A_QUALIFIER;
France;fr_sncf;Paris Gare du Nord;fr_sncf|UIC87271007;24.3;146;68.5;86.3;27.4;A_QUALIFIER;
Pays-Bas;nl_ovapi;Roermond;nl_ovapi|roermond@51.19,5.99;68.7;412;62.9;95.4;35.7;A_QUALIFIER;
Pays-Bas;nl_ovapi;Tilburg Universiteit;nl_ovapi|tilburguniversiteit@51.57,5.05;56.5;339;74.6;97.6;25.1;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|68;22.8;137;43.1;87.6;53.3;A_QUALIFIER;
Pays-Bas;nl_ovapi;Dordrecht Zuid;nl_ovapi|dordrechtzuid@51.79,4.67;50;300;69.7;95;29.3;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|18;32.3;194;46.4;92.3;52.6;A_QUALIFIER;
France;fr_sncf;Chambéry - Challes-les-Eaux;fr_sncf|UIC87741009;19.2;115;51.3;78.3;34.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|632461;41;164;75.6;89;18.9;A_QUALIFIER;
Allemagne;de_gtfsde;Karlsruhe Poststraße;de_gtfsde|karlsruhepoststrae@49.00,8.40;57.2;343;55.7;91.5;40.8;A_QUALIFIER;
Pays-Bas;nl_ovapi;Bergen op Zoom;nl_ovapi|bergenopzoom@51.49,4.30;57;342;60.5;96.2;38.3;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|105;28.7;172;48.3;87.2;50;A_QUALIFIER;
Pays-Bas;nl_ovapi;Venlo;nl_ovapi|venlo@51.37,6.17;57.7;346;57.2;92.8;41;A_QUALIFIER;
Pays-Bas;nl_ovapi;Utrecht Overvecht;nl_ovapi|utrechtovervecht@52.11,5.13;53;318;73.9;98.1;25.8;EXCLUE;ponctualite 98.1 %
Allemagne;de_gtfsde;;de_gtfsde|216576;35;140;75;87.1;20;A_QUALIFIER;
Allemagne;de_gtfsde;Tübingen Hauptbahnhof;de_gtfsde|tbingenhauptbahnhof@48.52,9.06;30.8;154;57.8;81.2;38.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|127741;56.3;225;80.4;95.6;17.3;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|62;27.5;165;46.1;88.5;50.9;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|149;30.8;185;55.7;85.4;41.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|24997;47.3;189;47.1;86.2;45.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|85706;48;192;43.8;81.8;50;A_QUALIFIER;
Australie;au_translink_seq;Cleveland station;au_translink_seq|clevelandstation@-27.52,153.27;36.7;220;73.6;99.1;26.4;EXCLUE;ponctualite 99.1 %
Pays-Bas;nl_ovapi;Amsterdam Lelylaan;nl_ovapi|amsterdamlelylaan@52.36,4.83;47.8;287;57.5;96.9;42.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|400431;45.3;181;55.2;85.1;37;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|579839;26.5;106;77.4;93.4;18.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|422951;42.3;169;82.8;90.5;13;A_QUALIFIER;
France;fr_sncf;Lille Flandres;fr_sncf|UIC87286005;15.6;78;80.8;87.2;16.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|99760;43.5;174;51.7;81.6;39.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|33456;34.8;139;38.1;71.9;49.6;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|110;29.8;179;45.8;86.6;52.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|216871;30.3;121;81.8;93.4;14;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|138020;45.5;182;37.4;81.3;55.5;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|111;29.3;176;46.6;86.9;51.7;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|143;37.5;225;55.1;83.1;40;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|562979;23.8;95;54.7;90.5;43.2;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|72;23.2;139;39.6;84.2;56.1;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|71;23.7;142;38;84.5;57.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|91154;29;116;85.3;98.3;12.9;EXCLUE;ponctualite 98.3 %
Allemagne;de_gtfsde;;de_gtfsde|528037;29.3;117;73.5;97.4;24.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|237560;32.3;129;45;69;39.5;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|121;29.3;176;44.9;84.7;52.3;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|120;29.8;179;45.3;84.4;52;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|118;30.3;182;45.1;84.1;52.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|374827;54.8;219;50.2;79;39.7;A_QUALIFIER;
Pays-Bas;nl_ovapi;Uitgeest;nl_ovapi|uitgeest@52.52,4.70;51.3;308;64.3;95.8;34.4;A_QUALIFIER;
Pays-Bas;nl_ovapi;Weert;nl_ovapi|weert@51.25,5.70;60.8;365;63;94;35.1;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|65;24.2;145;46.9;88.3;49.7;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|188;42.2;253;50.6;83.4;43.9;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|138;43.7;262;49.6;83.2;45;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|66;23.8;143;46.9;88.1;49.7;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|64;24.7;148;47.3;88.5;49.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|427410;39;156;75.6;89.7;18.6;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|106;26.3;158;46.2;86.7;51.9;A_QUALIFIER;
France;fr_sncf;Lyon Perrache;fr_sncf|UIC87722025;18.3;110;75.5;87.3;14.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|243213;50.8;203;30;69.5;55.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|321344;33.3;133;54.9;81.2;39.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Sittard;nl_ovapi|sittard@51.00,5.86;59.8;359;67.1;95;30.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Kruiningen-Yerseke;nl_ovapi|kruiningenyerseke@51.47,4.04;50.3;302;64.2;96.4;35.1;A_QUALIFIER;
Allemagne;de_gtfsde;S+U Berlin Hauptbahnhof;de_gtfsde|suberlinhauptbahnhof@52.53,13.37;34.3;206;45.1;69.9;34.5;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|145;38.3;230;57;84.8;39.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Amersfoort Schothorst;nl_ovapi|amersfoortschothorst@52.17,5.40;49.2;295;72.5;97.3;26.4;A_QUALIFIER;
Australie;au_translink_seq;Domestic Airport station;au_translink_seq|domesticairportstation@-27.38,153.12;32.8;197;47.7;93.4;51.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|393998;44.3;177;41.2;79.1;51.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|220392;32;128;53.9;80.5;36.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|625189;42.8;171;45.6;83;47.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|481642;41.5;166;51.2;84.3;44;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|190;34.8;209;57.4;85.2;38.8;A_QUALIFIER;
Pays-Bas;nl_ovapi;Heiloo;nl_ovapi|heiloo@52.60,4.70;63.2;379;57.5;95.3;39.6;A_QUALIFIER;
Pays-Bas;nl_ovapi;Wijchen;nl_ovapi|wijchen@51.81,5.73;49.2;295;21;94.2;78;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|45674;32.8;131;40.5;66.4;36.6;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|22;28;168;49.4;92.9;50;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|23;28;168;50;92.3;49.4;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|25;28.5;171;50.3;92.4;49.1;A_QUALIFIER;
Australie;au_translink_seq;Caboolture station;au_translink_seq|caboolturestation@-27.08,152.95;42.8;257;61.1;94.9;38.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|356625;46.8;187;42.8;70.1;37.4;A_QUALIFIER;
Pays-Bas;nl_ovapi;Blerick;nl_ovapi|blerick@51.37,6.16;55.3;332;50.9;93.4;47;A_QUALIFIER;
Pays-Bas;nl_ovapi;Amsterdam RAI;nl_ovapi|amsterdamrai@52.34,4.89;59.8;359;70.2;96.1;28.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Almere Buiten;nl_ovapi|almerebuiten@52.39,5.28;8.8;35;54.3;97.1;45.7;A_QUALIFIER;
Australie;au_translink_seq;Kippa-Ring station;au_translink_seq|kipparingstation@-27.23,153.08;29.5;177;74;95.5;24.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|31169;15.3;61;57.4;82;29.5;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|134;42.7;256;46.5;80.5;45.7;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|11;30.5;183;41.5;92.3;57.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|160951;41.5;166;32.5;74.1;62.7;A_QUALIFIER;
Pays-Bas;nl_ovapi;Diemen Zuid;nl_ovapi|diemenzuid@52.33,4.96;61.5;369;74;96.5;24.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|314341;42.3;169;75.1;94.7;23.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|361960;26;104;41.3;80.8;50;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|309903;43.8;175;20;71.4;73.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Arnhem Zuid;nl_ovapi|arnhemzuid@51.96,5.85;44.2;265;63.4;93.6;35.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|376430;46;184;42.4;78.3;47.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|316827;48.8;195;67.2;95.9;32.3;A_QUALIFIER;
Pays-Bas;nl_ovapi;Nijmegen Lent;nl_ovapi|nijmegenlent@51.86,5.86;44.5;267;53.6;93.6;45.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|649116;28;112;64.3;83.9;25.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|176510;41.5;166;41;72.3;47.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|532065;34.8;139;46.8;84.9;51.8;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|128;42.2;253;45.8;79.8;45.8;A_QUALIFIER;
Australie;au_translink_seq;Lota station;au_translink_seq|lotastation@-27.47,153.19;43.8;263;73.4;97;26.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|609315;42;168;75;96.4;23.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|626879;44;176;27.3;75.6;65.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|569172;21.3;85;78.8;96.5;18.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|663923;21.5;86;84.9;96.5;15.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Utrecht Vaartsche Rijn;nl_ovapi|utrechtvaartscherijn@52.08,5.12;57.8;347;70.9;97.7;28.2;A_QUALIFIER;
Pays-Bas;nl_ovapi;Hengelo;nl_ovapi|hengelo@52.26,6.79;41.8;251;68.5;92;25.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|643066;34.8;139;47.5;76.3;40.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|339906;33.5;134;54.5;85.8;40.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|445196;25;100;13;49;59;A_QUALIFIER;
Allemagne;de_gtfsde;Karlsruhe Kurt-Schumacher-Str.;de_gtfsde|karlsruhekurtschumacherstr@49.03,8.38;47.2;236;59.3;98.7;40.3;EXCLUE;ponctualite 98.7 %
Pays-Bas;nl_ovapi;Heerhugowaard;nl_ovapi|heerhugowaard@52.67,4.82;55.8;335;63.3;96.1;35.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|567261;36.5;146;50.7;80.8;40.4;A_QUALIFIER;
Pays-Bas;nl_ovapi;Alkmaar Noord;nl_ovapi|alkmaarnoord@52.64,4.76;51.7;310;69.7;95.8;29;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|619977;28.5;114;44.7;75.4;42.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|275066;33.5;134;68.7;88.8;26.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|89984;47.5;190;55.8;87.4;37.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|458093;33.3;133;54.1;87.2;39.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|545494;40.5;162;43.2;61.1;30.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|492385;46;184;69;94.6;29.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|440958;24.5;98;34.7;69.4;42.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|640251;39;156;53.2;84;38.5;A_QUALIFIER;
Pays-Bas;nl_ovapi;Ravenstein;nl_ovapi|ravenstein@51.79,5.64;45.8;275;38.9;96.4;59.6;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|59;25.3;152;42.1;84.9;53.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|596525;14.8;59;81.4;93.2;16.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|353761;35;140;41.4;63.6;28.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|431746;43.5;174;73;94.8;26.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|504061;42.8;171;68.4;94.7;29.8;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|58;26;156;42.3;85.3;53.8;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|622;29.7;178;42.1;88.8;56.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|184973;33.5;134;47;77.6;42.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|652909;44.5;178;64;94.4;35.4;A_QUALIFIER;
Allemagne;de_gtfsde;Ramsbach Birkhof;de_gtfsde|ramsbachbirkhof@48.49,8.15;7.8;39;76.9;87.2;10.3;A_QUALIFIER;
Pays-Bas;nl_ovapi;Driebergen-Zeist;nl_ovapi|driebergenzeist@52.07,5.26;51.3;308;66.6;96.4;31.5;A_QUALIFIER;
Etats-Unis;us_mta_lirr;;us_mta_lirr|214;52.6;263;65.4;92;33.1;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|14;27.8;167;39.5;92.2;59.9;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|16;28;168;41.1;92.3;58.3;A_QUALIFIER;
Pays-Bas;nl_ovapi;Middelburg;nl_ovapi|middelburg@51.50,3.62;45.2;271;70.5;97.8;29.2;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|84;25.7;154;49.4;89;47.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|328064;30.5;122;36.9;64.8;36.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|476025;32.3;129;52.7;80.6;38.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|420797;43.5;174;37.4;66.7;43.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|479553;9.3;37;83.8;91.9;13.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|544572;17;68;85.3;94.1;13.2;A_QUALIFIER;
Australie;au_translink_seq;Cannon Hill station;au_translink_seq|cannonhillstation@-27.47,153.09;46.2;277;66.1;93.5;32.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|468956;28.3;113;50.4;77.9;38.1;A_QUALIFIER;
France;fr_sncf;Nantes;fr_sncf|UIC87481002;15.5;93;67.7;79.6;18.3;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|83;27;162;51.2;89.5;45.7;A_QUALIFIER;
Australie;au_translink_seq;Birkdale station;au_translink_seq|birkdalestation@-27.49,153.22;43;258;71.3;95.7;28.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|103159;24.8;99;51.5;83.8;41.4;A_QUALIFIER;
Australie;au_translink_seq;Ormiston station;au_translink_seq|ormistonstation@-27.51,153.26;42.8;257;60.7;98.4;39.3;EXCLUE;ponctualite 98.4 %
Australie;au_translink_seq;Morningside station;au_translink_seq|morningsidestation@-27.47,153.07;45.5;273;58.6;93.8;40.3;A_QUALIFIER;
Pays-Bas;nl_ovapi;Geldermalsen;nl_ovapi|geldermalsen@51.88,5.27;48.7;292;76.7;92.8;22.3;A_QUALIFIER;
Allemagne;de_gtfsde;Ettlingen Erbprinz / Schloss;de_gtfsde|ettlingenerbprinzschloss@48.94,8.40;45.6;228;58.3;96.5;39.5;A_QUALIFIER;
Australie;au_translink_seq;Coorparoo station;au_translink_seq|coorparoostation@-27.49,153.06;43.7;262;53.8;93.1;45;A_QUALIFIER;
Australie;au_translink_seq;Norman Park station;au_translink_seq|normanparkstation@-27.48,153.06;46;276;62.3;94.9;36.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|625989;46.5;186;24.7;68.3;61.3;A_QUALIFIER;
Australie;au_translink_seq;Manly station;au_translink_seq|manlystation@-27.46,153.18;41.8;251;68.1;96.4;31.5;A_QUALIFIER;
Australie;au_translink_seq;Hemmant station;au_translink_seq|hemmantstation@-27.45,153.13;45.7;274;48.9;94.2;50.4;A_QUALIFIER;
Pays-Bas;nl_ovapi;Vlissingen;nl_ovapi|vlissingen@51.44,3.60;41.7;250;84.4;98.4;15.2;EXCLUE;ponctualite 98.4 %
Etats-Unis;us_mta_mnr;;us_mta_mnr|61;23.7;142;45.1;87.3;51.4;A_QUALIFIER;
Australie;au_translink_seq;Wynnum station;au_translink_seq|wynnumstation@-27.44,153.17;46.8;281;52;94.7;47.7;A_QUALIFIER;
Australie;au_translink_seq;Buranda station;au_translink_seq|burandastation@-27.50,153.04;45;270;47.8;93.7;51.1;A_QUALIFIER;
Australie;au_translink_seq;Lindum station;au_translink_seq|lindumstation@-27.44,153.15;45.3;272;64.3;94.9;34.9;A_QUALIFIER;
Australie;au_translink_seq;Wynnum Central station;au_translink_seq|wynnumcentralstation@-27.45,153.17;45;270;46.7;94.1;53;A_QUALIFIER;
Australie;au_translink_seq;Wynnum North station;au_translink_seq|wynnumnorthstation@-27.44,153.16;45.8;275;65.5;94.9;33.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|429241;14.8;59;79.7;94.9;20.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|289338;25.8;103;75.7;86.4;17.5;A_QUALIFIER;
Pays-Bas;nl_ovapi;Naarden-Bussum;nl_ovapi|naardenbussum@52.28,5.16;53.7;322;57.8;95.7;39.8;A_QUALIFIER;
Australie;au_translink_seq;Murarrie station;au_translink_seq|murarriestation@-27.46,153.10;45.5;273;66.3;94.9;33;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|243713;11;44;65.9;93.2;34.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|485206;51;204;100;100;0;EXCLUE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Pays-Bas;nl_ovapi;Almere Parkwijk;nl_ovapi|almereparkwijk@52.38,5.24;4.8;19;63.2;100;36.8;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Goes;nl_ovapi|goes@51.50,3.89;51.7;310;64.2;96.8;34.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|471808;17.8;71;78.9;94.4;21.1;A_QUALIFIER;
Australie;au_translink_seq;Carseldine station;au_translink_seq|carseldinestation@-27.35,153.03;35.2;211;45;92.9;53.6;A_QUALIFIER;
Australie;au_translink_seq;Bald Hills station;au_translink_seq|baldhillsstation@-27.32,153.01;34.5;207;44;91.3;53.6;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|30;23.7;142;52.8;94.4;47.2;A_QUALIFIER;
Australie;au_translink_seq;Strathpine station;au_translink_seq|strathpinestation@-27.31,152.99;34;204;38.7;92.6;58.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|338772;18.3;73;78.1;95.9;20.5;A_QUALIFIER;
Pays-Bas;nl_ovapi;Rotterdam Alexander;nl_ovapi|rotterdamalexander@51.95,4.55;43;258;53.9;94.6;44.2;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|57;23.8;143;40.6;86.7;55.9;A_QUALIFIER;
Australie;au_translink_seq;Lawnton station;au_translink_seq|lawntonstation@-27.28,152.98;33.7;202;32.2;94.6;65.8;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|88;25.3;152;52.6;90.8;44.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|352670;34.8;139;52.5;79.1;38.1;A_QUALIFIER;
Australie;au_translink_seq;Zillmere station;au_translink_seq|zillmerestation@-27.36,153.04;33.8;203;38.4;92.1;59.6;A_QUALIFIER;
Pays-Bas;nl_ovapi;Meppel;nl_ovapi|meppel@52.69,6.20;52.7;316;56;89.2;38.3;A_QUALIFIER;
Australie;au_translink_seq;Geebung station;au_translink_seq|geebungstation@-27.37,153.05;34.3;206;41.7;92.7;56.3;A_QUALIFIER;
Australie;au_translink_seq;Bray Park station;au_translink_seq|brayparkstation@-27.30,152.99;35.2;211;44.1;94.3;54;A_QUALIFIER;
Pays-Bas;nl_ovapi;Nijmegen Dukenburg;nl_ovapi|nijmegendukenburg@51.82,5.79;40.5;243;53.1;95.1;46.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Nijmegen Goffert;nl_ovapi|nijmegengoffert@51.83,5.82;38.8;233;32.6;94.8;66.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|511179;34.3;137;60.6;81.8;33.6;A_QUALIFIER;
Australie;au_translink_seq;Ferny Grove station;au_translink_seq|fernygrovestation@-27.40,152.94;21.7;130;60.8;96.2;39.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|461955;35.8;143;22.4;49.7;37.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|224113;38.5;154;39.6;71.4;46.8;A_QUALIFIER;
Allemagne;de_gtfsde;Büchig;de_gtfsde|bchig@49.05,8.46;38;228;60.1;86.4;30.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|638286;49.3;197;94.4;100;5.6;EXCLUE;aucun retard superieur a 5 min
Australie;au_translink_seq;Sunshine station;au_translink_seq|sunshinestation@-27.38,153.06;34.2;205;36.6;92.7;61.5;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|91;23.2;139;52.5;92.1;45.3;A_QUALIFIER;
Australie;au_translink_seq;Virginia station;au_translink_seq|virginiastation@-27.38,153.06;32.7;196;46.4;92.9;51.5;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|55;23.5;141;40.4;86.5;56;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|54;23.5;141;41.1;86.5;55.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|666879;35.8;143;39.9;71.3;48.3;A_QUALIFIER;
Pays-Bas;nl_ovapi;Bussum Zuid;nl_ovapi|bussumzuid@52.27,5.16;49.3;296;73.3;95.6;24;A_QUALIFIER;
Pays-Bas;nl_ovapi;Hilversum Media Park;nl_ovapi|hilversummediapark@52.24,5.17;48.5;291;69.1;96.9;29.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|324900;42.8;171;99.4;100;0.6;EXCLUE;99 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.6 pt
