pays;reseau;nom;cle;N;Nobs;fraicheur;p60;p300;p600;dispersion;cvVolume;cvBrut;amplitudePonct;effetWeekend;jours;annulJour;supprJour;verdict;motif
Allemagne;de_gtfsde;;de_gtfsde|612837;18.5;10;54;60;82.5;90;30;1.28;1.21;100;22;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 1.28) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|369347;18.3;10;55;30;57.5;65;35;1.34;1.26;59;32;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 1.34)
Pays-Bas;nl_ovapi;Usquert;nl_ovapi|usquert@53.40,6.61;17.8;10;56;80;100;100;20;0.69;0.71;0;344;4;0;0;REJETEE;presente 4/6 jours , volume observable 10.0 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.69)
Allemagne;de_gtfsde;;de_gtfsde|132246;16.8;10;60;40;80;90;50;0.7;0.71;100;59;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 0.70) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|582235;14.8;10;68;77.5;100;100;22.5;0.84;0.8;0;16;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.84)
Etats-Unis;us_mta_lirr;;us_mta_lirr|219;14.8;10;68;50;100;100;50;0.77;0.75;0;157;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.77)
Etats-Unis;us_mta_lirr;;us_mta_lirr|142;14.8;10;68;20;95;100;80;0.79;0.75;7;157;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 0.79)
Etats-Unis;us_mbta;JFK/UMass;us_mbta|jfkumass@42.32,-71.05;14.5;10;69;100;100;100;0;0.27;0.19;0;;4;0;0;REJETEE;presente 4/6 jours , volume observable 10.0 < 15 , trop parfaite (100 % sous 60 s)
Allemagne;de_gtfsde;;de_gtfsde|286910;13.8;10;73;40;77.5;85;45;1.27;1.23;33;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 1.27)
Etats-Unis;us_mta_lirr;;us_mta_lirr|100;13.4;10;75;44;86;96;52;0.95;0.97;19;197;5;0.6;0;REJETEE;identite non resolue , presente 5/6 jours , volume observable 10.0 < 15 , volume irregulier (CV 0.95)
Allemagne;de_gtfsde;;de_gtfsde|255174;45.8;9.8;21;35.9;82.1;94.9;59;1.48;1.39;100;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 1.48) , ponctualite erratique (amplitude 100 pt)
Pays-Bas;nl_ovapi;Deventer Colmschate;nl_ovapi|deventercolmschate@52.25,6.22;34.5;9.8;28;59;89.7;97.4;38.5;0.8;0.77;100;45;4;0;0;REJETEE;presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 0.80) , ponctualite erratique (amplitude 100 pt)
Pays-Bas;nl_ovapi;Rijssen;nl_ovapi|rijssen@52.31,6.52;34.5;9.8;28;69.2;89.7;94.9;25.6;0.84;0.77;100;45;4;0;0;REJETEE;presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 0.84) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|501567;30.5;9.8;32;43.6;66.7;82.1;38.5;1.33;1.28;39;30;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 1.33)
Allemagne;de_gtfsde;;de_gtfsde|492485;23;9.8;42;30.8;74.4;94.9;64.1;1.24;1.21;33;21;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 1.24)
Allemagne;de_gtfsde;;de_gtfsde|102528;22.8;9.8;43;43.6;66.7;92.3;48.7;1.1;1.02;50;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 1.10)
Allemagne;de_gtfsde;;de_gtfsde|605202;22.5;9.8;43;56.4;84.6;87.2;30.8;0.56;0.56;50;18;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 0.56)
Allemagne;de_gtfsde;;de_gtfsde|99291;22;9.8;44;59;87.2;87.2;28.2;0.55;0.54;36;14;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 0.55)
Allemagne;de_gtfsde;;de_gtfsde|638657;21.3;9.8;46;51.3;92.3;94.9;43.6;1.24;1.19;50;31;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 1.24)
Etats-Unis;us_mbta;Attleboro;us_mbta|attleboro@41.94,-71.29;21;9.8;47;100;100;100;0;0.23;0.31;0;57;5;0;0;REJETEE;presente 5/6 jours , volume observable 9.8 < 15 , trop parfaite (100 % sous 60 s)
Allemagne;de_gtfsde;;de_gtfsde|549051;18.8;9.8;52;66.7;97.4;97.4;30.8;1.23;1.16;100;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 1.23) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|87969;18.3;9.8;53;41;69.2;89.7;48.7;1.15;0.9;38;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 1.15)
Allemagne;de_gtfsde;;de_gtfsde|45452;18.3;9.8;53;79.5;87.2;94.9;15.4;1.01;0.93;100;71;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 1.01) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|55303;17.5;9.8;56;69.2;94.9;100;30.8;0.8;0.75;25;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 0.80)
Etats-Unis;us_mta_lirr;;us_mta_lirr|205;16.8;9.8;58;59.2;87.8;100;40.8;1;0.95;21;165;5;0;0;REJETEE;identite non resolue , presente 5/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 1.00)
Allemagne;de_gtfsde;;de_gtfsde|169035;16;9.8;61;56.4;84.6;97.4;41;1.06;0.98;22;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 1.06)
Allemagne;de_gtfsde;;de_gtfsde|137615;15.8;9.8;62;71.8;100;100;28.2;0.87;0.84;0;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.87)
Allemagne;de_gtfsde;;de_gtfsde|25315;15.3;9.8;64;46.2;87.2;100;53.8;1.31;1.28;16;16;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 1.31)
Pays-Bas;nl_ovapi;Veenendaal West;nl_ovapi|veenendaalwest@52.03,5.53;15.2;9.8;64;69.4;98;100;30.6;0.64;0.7;8;195;5;0;0;REJETEE;presente 5/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 0.64)
Allemagne;de_gtfsde;;de_gtfsde|513203;12;9.8;81;46.2;74.4;89.7;43.6;0.78;0.84;50;20;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.8 < 15 , volume irregulier (CV 0.78)
France;fr_sncf;Nancy;fr_sncf|UIC87141002;54.3;9.7;18;79.3;84.5;91.4;12.1;0.91;1.04;18;887;6;0.17;0.17;REJETEE;volume observable 9.7 < 15 , volume irregulier (CV 0.91)
France;fr_sncf;Sète;fr_sncf|UIC87773200;35;9.7;28;29.3;53.4;60.3;31;0.5;0.53;64;136;6;0;0.5;REJETEE;volume observable 9.7 < 15 , volume irregulier (CV 0.50) , ponctualite erratique (amplitude 64 pt)
Australie;au_translink_seq;Karrabin station;au_translink_seq|karrabinstation@-27.60,152.71;28.3;9.7;34;60.3;100;100;39.7;0.21;0.28;0;68;6;0;0;REJETEE;volume observable 9.7 < 15 , trop parfaite (aucun retard > 5 min)
Pays-Bas;nl_ovapi;Purmerend Overwhere;nl_ovapi|purmerendoverwhere@52.51,4.97;18.8;9.7;51;58.6;94.8;96.6;37.9;0.91;0.84;20;219;6;0.5;0;REJETEE;volume observable 9.7 < 15 , volume irregulier (CV 0.91)
Etats-Unis;us_mbta;Sharon;us_mbta|sharon@42.12,-71.18;16.8;9.7;57;100;100;100;0;0.44;0.52;100;30;6;0;0;REJETEE;volume observable 9.7 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.44) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Èze;fr_sncf|UIC87756387;53.4;9.6;18;58.3;83.3;89.6;31.3;0.92;0.89;100;130;5;0.2;0.2;REJETEE;presente 5/6 jours , volume observable 9.6 < 15 , volume irregulier (CV 0.92) , ponctualite erratique (amplitude 100 pt)
Etats-Unis;us_mbta;Middleborough;us_mbta|middleborough@41.89,-70.92;20.2;9.6;48;100;100;100;0;0.15;0.17;0;99;5;0;0;REJETEE;presente 5/6 jours , volume observable 9.6 < 15 , trop parfaite (100 % sous 60 s)
Allemagne;de_gtfsde;Peiting Nord;de_gtfsde|peitingnord@47.80,10.93;19.6;9.6;49;45.8;93.8;97.9;52.1;1.4;1.42;20;13;5;0;0;REJETEE;presente 5/6 jours , volume observable 9.6 < 15 , volume irregulier (CV 1.40)
Allemagne;de_gtfsde;;de_gtfsde|635309;52;9.5;18;68.4;86.8;94.7;26.3;1.07;0.94;100;92;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.5 < 15 , volume irregulier (CV 1.07) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Tours;fr_sncf|UIC87571000;47.2;9.5;20;84.2;91.2;91.2;7;0.81;0.94;100;620;6;0.33;0;REJETEE;volume observable 9.5 < 15 , volume irregulier (CV 0.81) , ponctualite erratique (amplitude 100 pt)
Etats-Unis;us_mta_mnr;;us_mta_mnr|154;38.3;9.5;25;28.1;77.2;89.5;61.4;0.07;0.02;100;95;6;0;0;REJETEE;identite non resolue , volume observable 9.5 < 15 , ponctualite erratique (amplitude 100 pt)
Pays-Bas;nl_ovapi;Holten;nl_ovapi|holten@52.28,6.42;34.5;9.5;28;76.3;89.5;94.7;18.4;0.83;0.77;100;45;4;0;0;REJETEE;presente 4/6 jours , volume observable 9.5 < 15 , volume irregulier (CV 0.83) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|645129;29.3;9.5;32;44.7;84.2;100;55.3;1.45;1.36;90;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.5 < 15 , volume irregulier (CV 1.45) , ponctualite erratique (amplitude 90 pt)
Australie;au_translink_seq;Thagoona station;au_translink_seq|thagoonastation@-27.63,152.63;26.8;9.5;35;38.6;100;100;61.4;0.23;0.3;0;68;6;0;0;REJETEE;volume observable 9.5 < 15 , trop parfaite (aucun retard > 5 min)
Etats-Unis;us_mta_mnr;;us_mta_mnr|98;24;9.5;40;50.9;98.2;100;49.1;0.19;0.16;11;69;6;0;0;REJETEE;identite non resolue , volume observable 9.5 < 15 , ponctualite 98.2 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|109906;23;9.5;41;68.4;94.7;100;31.6;1.2;1.15;7;29;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.5 < 15 , volume irregulier (CV 1.20)
Allemagne;de_gtfsde;;de_gtfsde|159692;21.3;9.5;45;86.8;100;100;13.2;1.04;0.97;100;64;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.5 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 1.04) , ponctualite erratique (amplitude 100 pt)
Etats-Unis;us_mbta;Boston Landing;us_mbta|bostonlanding@42.36,-71.14;19.2;9.5;50;100;100;100;0;0.44;0.49;0;30;6;0;0;REJETEE;volume observable 9.5 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.44)
Allemagne;de_gtfsde;;de_gtfsde|153311;18.5;9.5;51;26.3;55.3;78.9;52.6;1.38;1.3;59;22;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.5 < 15 , volume irregulier (CV 1.38)
Allemagne;de_gtfsde;;de_gtfsde|350554;16.3;9.5;58;89.5;100;100;10.5;0.84;0.81;0;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.5 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.84)
Pays-Bas;nl_ovapi;Sneek;nl_ovapi|sneek@53.03,5.65;16.3;9.5;58;100;100;100;0;0.4;0.47;0;225;4;0;0;REJETEE;presente 4/6 jours , volume observable 9.5 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.40)
Allemagne;de_gtfsde;;de_gtfsde|414600;16;9.5;59;18.4;76.3;97.4;78.9;1.39;1.3;29;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.5 < 15 , volume irregulier (CV 1.39)
Allemagne;de_gtfsde;;de_gtfsde|141729;15.5;9.5;61;39.5;84.2;92.1;52.6;1.29;1.08;50;21;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.5 < 15 , volume irregulier (CV 1.29)
Allemagne;de_gtfsde;Salzburg Aiglhof;de_gtfsde|salzburgaiglhof@47.81,13.03;14.3;9.5;66;47.4;93;98.2;50.9;1.06;1;67;29;6;0;0;REJETEE;volume observable 9.5 < 15 , volume irregulier (CV 1.06) , ponctualite erratique (amplitude 67 pt)
Pays-Bas;nl_ovapi;Akkrum;nl_ovapi|akkrum@53.05,5.84;13.8;9.5;69;77.2;94.7;98.2;21.1;0.61;0.6;17;177;6;0;0;REJETEE;volume observable 9.5 < 15 , volume irregulier (CV 0.61)
Pays-Bas;nl_ovapi;Wolvega;nl_ovapi|wolvega@52.88,6.00;13.7;9.5;70;68.4;94.7;96.5;28.1;0.68;0.61;17;181;6;0;0;REJETEE;volume observable 9.5 < 15 , volume irregulier (CV 0.68)
Pays-Bas;nl_ovapi;Veenendaal Centrum;nl_ovapi|veenendaalcentrum@52.02,5.55;15.2;9.4;62;91.5;100;100;8.5;0.64;0.7;0;195;5;0;0;REJETEE;presente 5/6 jours , volume observable 9.4 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.64)
Allemagne;de_gtfsde;;de_gtfsde|479553;70.3;9.3;13;83.8;91.9;97.3;13.5;1.03;0.93;100;98;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.3 < 15 , volume irregulier (CV 1.03) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Mulhouse;fr_sncf|UIC87182063;47;9.3;20;64.3;83.9;87.5;23.2;0.75;0.83;50;420;6;0;0;REJETEE;volume observable 9.3 < 15 , volume irregulier (CV 0.75)
Allemagne;de_gtfsde;;de_gtfsde|45525;35;9.3;26;64.9;86.5;91.9;27;1.19;1.08;40;26;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.3 < 15 , volume irregulier (CV 1.19)
Allemagne;de_gtfsde;;de_gtfsde|503411;24.5;9.3;38;35.1;75.7;86.5;51.4;0.97;0.83;85;30;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.3 < 15 , volume irregulier (CV 0.97) , ponctualite erratique (amplitude 85 pt)
Allemagne;de_gtfsde;;de_gtfsde|273389;22.3;9.3;42;43.2;86.5;86.5;43.2;0.55;0.54;42;14;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.3 < 15 , volume irregulier (CV 0.55)
Allemagne;de_gtfsde;;de_gtfsde|483914;21.8;9.3;43;62.2;91.9;91.9;29.7;0.87;0.81;23;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.3 < 15 , volume irregulier (CV 0.87)
Allemagne;de_gtfsde;;de_gtfsde|37611;19.5;9.3;47;81.1;100;100;18.9;1;0.92;0;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.3 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 1.00)
Pays-Bas;nl_ovapi;Purmerend;nl_ovapi|purmerend@52.50,4.95;17.5;9.3;53;66.1;94.6;96.4;30.4;0.97;0.92;25;257;6;0.5;0;REJETEE;volume observable 9.3 < 15 , volume irregulier (CV 0.97)
Allemagne;de_gtfsde;;de_gtfsde|504367;16.5;9.3;56;64.9;100;100;35.1;0.86;0.8;0;14;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.3 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.86)
Etats-Unis;us_mbta;Islington;us_mbta|islington@42.22,-71.18;16.3;9.3;57;100;100;100;0;0.46;0.48;100;28;6;0;0;REJETEE;volume observable 9.3 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.46) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|515015;15.3;9.3;61;54.1;81.1;91.9;37.8;1.33;1.32;100;16;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.3 < 15 , volume irregulier (CV 1.33) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|306807;14.5;9.3;64;70.3;94.6;97.3;27;1.06;0.95;17;16;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.3 < 15 , volume irregulier (CV 1.06)
Allemagne;de_gtfsde;;de_gtfsde|309410;14.5;9.3;64;35.1;62.2;70.3;35.1;1.11;1.1;100;22;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.3 < 15 , volume irregulier (CV 1.11) , ponctualite erratique (amplitude 100 pt)
Etats-Unis;us_mta_lirr;;us_mta_lirr|124;13.8;9.3;67;40.5;91.9;100;59.5;0.7;0.7;13;129;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.3 < 15 , volume irregulier (CV 0.70)
Etats-Unis;us_mta_lirr;;us_mta_lirr|85;13.8;9.3;67;40.5;89.2;100;59.5;0.7;0.72;100;129;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.3 < 15 , volume irregulier (CV 0.70) , ponctualite erratique (amplitude 100 pt)
Etats-Unis;us_mbta;Canton Center;us_mbta|cantoncenter@42.16,-71.15;10;9.3;93;100;100;100;0;0.24;0.12;0;;4;0;0;REJETEE;presente 4/6 jours , volume observable 9.3 < 15 , trop parfaite (100 % sous 60 s)
France;fr_sncf;Beaulieu-sur-Mer;fr_sncf|UIC87756379;53.8;9.2;17;56.5;84.8;91.3;34.8;0.88;0.88;100;128;5;0.2;0.2;REJETEE;presente 5/6 jours , volume observable 9.2 < 15 , volume irregulier (CV 0.88) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Montmélian;fr_sncf|UIC87741181;41.8;9.2;22;43.6;69.1;76.4;32.7;0.39;0.41;54;106;6;0.5;0.5;REJETEE;volume observable 9.2 < 15 , volume irregulier (CV 0.39)
Allemagne;de_gtfsde;Rollhofen;de_gtfsde|rollhofen@49.54,11.34;20.2;9.2;45;70.9;100;100;29.1;1.15;1;0;44;6;0;0;REJETEE;volume observable 9.2 < 15 , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 1.15)
Pays-Bas;nl_ovapi;Purmerend Weidevenne;nl_ovapi|purmerendweidevenne@52.50,4.94;17.5;9.2;52;65.5;94.5;96.4;30.9;0.97;0.92;25;257;6;0.5;0;REJETEE;volume observable 9.2 < 15 , volume irregulier (CV 0.97)
Allemagne;de_gtfsde;Brilon Wald, Bahnhof;de_gtfsde|brilonwaldbahnhof@51.35,8.58;16.4;9.2;56;78.3;91.3;100;21.7;0.51;0.65;33;212;5;0;0;REJETEE;presente 5/6 jours , volume observable 9.2 < 15 , volume irregulier (CV 0.51)
Allemagne;de_gtfsde;Norsingen Bahnhof;de_gtfsde|norsingenbahnhof@47.94,7.73;13.4;9.2;69;56.5;91.3;95.7;39.1;0.63;0.53;25;78;5;0;0;REJETEE;presente 5/6 jours , volume observable 9.2 < 15 , volume irregulier (CV 0.63)
France;fr_sncf;Aix-les-Bains le Revard;fr_sncf|UIC87741132;51.7;9;17;53.7;72.2;83.3;29.6;0.38;0.33;50;105;6;1;0.33;REJETEE;volume observable 9.0 < 15 , volume irregulier (CV 0.38)
Etats-Unis;us_mta_mnr;;us_mta_mnr|155;51.3;9;18;25.9;75.9;88.9;63;0.35;0.31;100;185;6;0;0;REJETEE;identite non resolue , volume observable 9.0 < 15 , volume irregulier (CV 0.35) , ponctualite erratique (amplitude 100 pt)
France;fr_sncf;Biganos Facture;fr_sncf|UIC87582478;32.2;9;28;44.4;83.3;92.6;48.1;1.15;0.97;28;198;6;8.5;5.5;REJETEE;volume observable 9.0 < 15 , volume irregulier (CV 1.15)
France;fr_sncf;Clermont-Ferrand;fr_sncf|UIC87734004;30.7;9;29;88.9;94.4;96.3;7.4;0.52;0.48;25;154;6;0;0;REJETEE;volume observable 9.0 < 15 , volume irregulier (CV 0.52)
Allemagne;de_gtfsde;;de_gtfsde|291767;24.8;9;36;47.2;91.7;97.2;50;1.2;1.19;100;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 1.20) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|427535;24.8;9;36;61.1;88.9;91.7;30.6;1.32;1.32;100;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 1.32) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|101590;24.5;9;37;58.3;86.1;91.7;33.3;1.32;1.28;100;16;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 1.32) , ponctualite erratique (amplitude 100 pt)
Etats-Unis;us_mta_mnr;;us_mta_mnr|97;24;9;38;51.9;98.1;100;48.1;0.22;0.16;11;69;6;0;0;REJETEE;identite non resolue , volume observable 9.0 < 15 , ponctualite 98.1 % > 98 %
Etats-Unis;us_mta_mnr;;us_mta_mnr|100;24;9;38;48.1;98.1;100;51.9;0.17;0.16;11;69;6;0;0;REJETEE;identite non resolue , volume observable 9.0 < 15 , ponctualite 98.1 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|237021;20;9;45;58.3;88.9;94.4;36.1;1.17;1.07;14;43;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 1.17)
Allemagne;de_gtfsde;;de_gtfsde|168036;18.3;9;49;50;83.3;94.4;44.4;1.07;1.09;50;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 1.07)
Etats-Unis;us_mbta;Mansfield;us_mbta|mansfield@42.03,-71.22;18;9;50;100;100;100;0;0.45;0.53;0;30;6;0;0;REJETEE;volume observable 9.0 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.45)
France;fr_sncf;Le Méridien La Ferrière;fr_sncf|UIC87721522;17.8;9;51;60;80;88.9;28.9;0.98;0.97;44;28;5;0;0;REJETEE;presente 5/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 0.98)
France;fr_sncf;Tassin-le-Baraillon;fr_sncf|UIC87698738;17.8;9;51;13.3;86.7;91.1;77.8;1.03;0.97;22;28;5;0;0;REJETEE;presente 5/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 1.03)
Allemagne;de_gtfsde;;de_gtfsde|359138;17;9;53;58.3;94.4;97.2;38.9;1.12;1.08;8;14;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 1.12)
Etats-Unis;us_mta_lirr;;us_mta_lirr|40;16.6;9;54;48.9;77.8;100;51.1;1.02;0.96;41;169;5;0;0;REJETEE;identite non resolue , presente 5/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 1.02)
Allemagne;de_gtfsde;Feldkirch;de_gtfsde|feldkirch@47.24,9.60;16.3;9;55;58.3;80.6;94.4;36.1;0.63;0.54;41;35;4;0;0;REJETEE;presente 4/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 0.63)
Allemagne;de_gtfsde;;de_gtfsde|424322;15.5;9;58;47.2;61.1;86.1;38.9;1.09;1.03;54;51;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 1.09)
Allemagne;de_gtfsde;;de_gtfsde|559728;15.5;9;58;38.9;75;88.9;50;1.3;1.29;28;21;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 1.30)
Allemagne;de_gtfsde;;de_gtfsde|509138;14.8;9;61;8.3;52.8;86.1;77.8;0.97;0.99;19;34;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 0.97)
Allemagne;de_gtfsde;;de_gtfsde|66334;14.3;9;63;13.9;38.9;50;36.1;1.21;1.13;65;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 1.21) , ponctualite erratique (amplitude 65 pt)
Pays-Bas;nl_ovapi;Kampen;nl_ovapi|kampen@52.56,5.92;14.3;9;63;100;100;100;0;0.67;0.65;100;97;4;0;0;REJETEE;presente 4/6 jours , volume observable 9.0 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.67) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;Handeloh;de_gtfsde|handeloh@53.24,9.84;14;9;64;55.6;84.4;91.1;35.6;0.78;0.69;33;73;5;0;0;REJETEE;presente 5/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 0.78)
Allemagne;de_gtfsde;;de_gtfsde|648069;13.5;9;67;22.2;63.9;97.2;75;1.4;1.3;50;18;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume observable 9.0 < 15 , volume irregulier (CV 1.40)
France;fr_sncf;Lyon-Saint-Paul Quai de Bondy;fr_sncf|UIC87698332;13.4;9;67;100;100;100;0;1.02;1.11;0;23;5;0;0;REJETEE;presente 5/6 jours , volume observable 9.0 < 15 , trop parfaite (100 % sous 60 s) , volume irregulier (CV 1.02)
Pays-Bas;nl_ovapi;Almere Buiten;nl_ovapi|almerebuiten@52.39,5.28;77;8.8;11;54.3;97.1;100;45.7;0.1;0.1;97;111;4;0.75;0;REJETEE;presente 4/6 jours , volume observable 8.8 < 15 , ponctualite erratique (amplitude 97 pt)
